Review,Subjectivity,Polarity,Analysis,Sentiment
Wow Loved this place,0.9,0.39999999999999997,Positive,1
Not tasty and the texture was just nasty,1.0,-1.0,Negative,0
The selection on the menu was great and so were the prices,0.75,0.8,Positive,1
Honeslty it didn't taste THAT fresh,0.5,0.3,Positive,1
The fries were great too,0.75,0.8,Positive,1
A great touch,0.75,0.8,Positive,1
Service was very prompt,0.3,0.2,Positive,1
Would not go back,0.0,0.0,Positive,1
"I tried the nasi dagang, chicken, with cranberry mmmm!",0.95,-0.75,Negative,0
Highly recommended,0.5399999999999999,0.16,Positive,1
Waitress was a little slow in service,0.44999999999999996,-0.24375000000000002,Negative,0
nasi dagang so nice at terengganu!	,1.0,0.75,Positive,1
"The food, amazing",0.9,0.6000000000000001,Positive,1
I could care less The interior is just beautiful,0.5333333333333333,0.3416666666666667,Positive,1
That's right the red velvet cake ohhh this stuff is so good,0.37857142857142856,0.32857142857142857,Positive,1
The place beautiful and service is nice. The food so good,0.8666666666666667,0.7166666666666667,Positive,1
"This hole in the wall has great Terengganu street dessert, and friendly staff",0.625,0.5875,Positive,1
"Overall, I like this place a lot",0.0,0.0,Positive,1
"Poor service, the waiter made me feel like I was stupid every time he came to the table",0.8,-0.6,Negative,0
Service sucks,0.3,-0.3,Negative,0
The shrimp tender and moist,0.0,0.0,Positive,1
"On a positive note, our server was very attentive and provided great service",0.7651515151515151,0.5157575757575757,Positive,1
It's too bad the food is so damn generic,0.3333333333333333,-0.3499999999999999,Negative,0
"The burger is good beef, cooked just right",0.5678571428571428,0.4928571428571428,Positive,1
The portion was huge!,0.9,0.5000000000000001,Positive,1
"Loved it friendly servers, great food, wonderful and imaginative menu",0.75,0.6950000000000001,Positive,1
This place receives stars for their APPETIZERS!!!,0.0,0.0,Positive,1
The cocktails are all handmade and delicious,1.0,1.0,Positive,1
We'd definitely go back here again,0.0,0.0,Positive,1
We are so glad we found this place,1.0,0.5,Positive,1
Update went back for a second time and it was still just as amazing,0.3,0.20000000000000004,Positive,1
We got the food and apparently they have never heard of salt and the batter on the fish was chewy,0.35,0.05,Positive,1
A great way to finish a great,0.75,0.8,Positive,1
The service was meh,0.0,0.0,Positive,1
The scallop dish is quite appalling for value as well,0.9,-0.35,Negative,0
Today is the second time I've been to their lunch buffet and it was pretty good,0.5333333333333333,0.31666666666666665,Positive,1
There is so much good food in TERENGGANU that I feel cheated for wasting an eating opportunity by going to Rice and Company,0.6000000000000001,0.7,Positive,1
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up,0.375,-0.125,Negative,0
walked in and the place smelled like an old grease trap and only 2 others there eating,0.6,0.05,Positive,1
This place has it!,0.0,0.0,Positive,1
The poor batter to meat ratio made the chicken tenders very unsatisfying,0.6166666666666666,-0.26666666666666666,Negative,0
All I have to say is the food was amazing!!!,0.9,1.0,Positive,1
Everything was fresh and delicious!,0.75,0.65,Positive,1
The service was meh,0.0,0.0,Positive,1
The scallop dish is quite appalling for value as well,0.9,-0.35,Negative,0
Today is the second time I've been to their lunch buffet and it was pretty good,0.5333333333333333,0.31666666666666665,Positive,1
There is so much good food in TERENGGANU that I feel cheated for wasting an eating opportunity by going to Rice and Company,0.6000000000000001,0.7,Positive,1
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up,0.375,-0.125,Negative,0
walked in and the place smelled like an old grease trap and only 2 others there eating,0.6,0.05,Positive,1
This place has it!,0.0,0.0,Positive,1
The poor batter to meat ratio made the chicken tenders very unsatisfying,0.6166666666666666,-0.26666666666666666,Negative,0
All I have to say is the food was amazing!!!,0.9,1.0,Positive,1
Everything was fresh and delicious!,0.75,0.65,Positive,1
Best breakfast buffet!!!,0.3,1.0,Positive,1
We'll never go again,0.0,0.0,Positive,1
Will be back again!,0.0,0.0,Positive,1
Food arrived quickly!,0.5,0.41666666666666663,Positive,1
It was not good,0.6000000000000001,-0.35,Negative,0
"On the up side, their cafe serves really good food",0.6000000000000001,0.7,Positive,1
"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",0.5,0.2,Positive,1
"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming",0.6333333333333334,0.3,Positive,1
This is one of the better buffets that I have been to,0.5,0.5,Positive,1
The ambience is wonderful and there is music playing,1.0,1.0,Positive,1
Will go back next trip out,0.0,0.0,Positive,1
Sooooo good!!,0.6000000000000001,1.0,Positive,1
"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy",0.35,-0.09999999999999999,Negative,0
This is a really fantastic Thai restaurant which is definitely worth a visit,0.5,0.35,Positive,1
"Nice, spicy and tender",1.0,0.6,Positive,1
Good prices,0.6000000000000001,0.7,Positive,1
Check it out,0.0,0.0,Positive,1
It was pretty gross!,0.5,0.125,Positive,1
I've had better atmosphere,0.5,0.5,Positive,1
Kind of hard to mess up a steak but they did,0.5388888888888889,0.04444444444444443,Positive,1
"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing",0.5,0.1,Positive,1
I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine,0.0,0.0,Positive,1
"Worst service to boot, but that is the least of their worries",0.7,-0.65,Negative,0
Service was fine and the waitress was friendly,0.5,0.39583333333333337,Positive,1
"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten",0.6375,0.4,Positive,1
"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night",0.43333333333333335,0.3,Positive,1
Bland Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing  I'll leave it at that,0.5,-0.35555555555555546,Negative,0
"Phenomenal food, service and ambiance",0.5,0.5,Positive,1
My husband and I ate lunch here and were very disappointed with the food and service,0.9750000000000001,-0.9750000000000001,Negative,0
And the red curry had so much bamboo shoots and wasn't very tasty to me,0.16666666666666666,0.13333333333333333,Positive,1
The bathrooms are clean and the place itself is well decorated,0.7000000000000001,0.3666666666666667,Positive,1
"The menu is always changing, food quality is going down & service is extremely slow",0.34444444444444444,-0.2277777777777778,Negative,0
"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace",0.4333333333333333,-0.2625,Negative,0
I give it 2 thumbs down,0.2888888888888889,-0.15555555555555559,Negative,0
We watched our waiter pay a lot more attention to other tables and ignore us,0.4375,0.1875,Positive,1
We waited for forty five minutes in vain,0.0,0.0,Positive,1
Crostini that came with the salad was stale,0.5,-0.5,Negative,0
Some highlights : Great quality nigiri here!,0.75,1.0,Positive,1
the staff is friendly and the joint is always clean,0.6000000000000001,0.37083333333333335,Positive,1
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored,0.6583333333333333,0.2916666666666667,Positive,1
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago,0.5333333333333333,0.4125,Positive,1
this place is good,0.6000000000000001,0.7,Positive,1
"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE",0.75,-0.5,Negative,0
I came back today since they relocated and still not impressed,0.5,-0.25,Negative,0
I was seated immediately,0.0,0.0,Positive,1
"Their menu is diverse, and reasonably priced",0.6,0.2,Positive,1
Avoid at all cost!,0.0,0.0,Positive,1
Restaurant is always full but never a wait,0.55,0.35,Positive,1
DELICIOUS!!,1.0,1.0,Positive,1
This place is hands-down one of the best places to eat in the Phoenix metro area,0.3,1.0,Positive,1
So don't go there if you are looking for good food,0.6000000000000001,0.7,Positive,1
I've never been treated so bad,0.6666666666666666,-0.6999999999999998,Negative,0
Bacon is hella salty,0.0,0.0,Positive,1
"We also ordered the spinach and avocado salad, the ingredients were sad and the dressing literally had zero taste",1.0,-0.5,Negative,0
The waitresses are very friendly,0.65,0.48750000000000004,Positive,1
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter,0.8666666666666667,0.4000000000000001,Positive,1
"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back",0.1875,-0.0625,Negative,0
The service here leaves a lot to be desired,0.0,0.0,Positive,1
"The atmosphere is modern and hip, while maintaining a touch of coziness",0.3,0.2,Positive,1
"Not a weekly haunt, but definitely a place to come back to every once in a while",0.25,0.0,Positive,1
We literally sat there for 20 minutes with no one asking to take our order,0.0,0.0,Positive,1
"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor",0.8666666666666667,-0.13333333333333333,Negative,0
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack,0.0,0.0,Positive,1
I dressed up to be treated so rudely!	0,0.6,-0.375,Negative,0
It was probably dirt,0.0,0.0,Positive,1
"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor",0.55,0.5,Positive,1
I ordered the Lemon raspberry ice cocktail which was also incredible,0.9,0.9,Positive,1
"The food sucked, which we expected but it sucked more than we could have imagined",0.45,0.2,Positive,1
Interesting decor,0.5,0.5,Positive,1
What I really like there is the crepe station,0.2,0.2,Positive,1
"Also were served hot bread and butter, and home made potato chips with bacon bits on top very original and very good",0.7762500000000001,0.536875,Positive,1
you can watch them preparing the delicious food!),1.0,1.0,Positive,1
Both of the egg rolls were fantastic,0.9,0.4,Positive,1
"When my order arrived, one of the gyros was missing",0.05,-0.2,Negative,0
"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied",0.5,0.25,Positive,1
The live music on Fridays totally blows,0.625,0.06818181818181818,Positive,1
I've never been more insulted or felt disrespected,0.5,0.5,Positive,1
Very friendly staff,0.65,0.48750000000000004,Positive,1
It is worth the drive,0.1,0.3,Positive,1
"I had heard good things about this place, but it exceeding every hope I could have dreamed of",0.6000000000000001,0.7,Positive,1
Food was great and so was the serivce!,0.75,1.0,Positive,1
Great brunch spot,0.75,0.8,Positive,1
Service is friendly and inviting,0.5,0.375,Positive,1
Very good lunch spot,0.7800000000000001,0.9099999999999999,Positive,1
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place,0.19999999999999998,0.125,Positive,1
The WORST EXPERIENCE EVER,1.0,-1.0,Negative,0
Must have been an off night at this place,0.0,0.0,Positive,1
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen",0.6319444444444444,0.1875,Positive,1
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon",0.0,0.0,Positive,1
My friend loved the salmon tartar,0.8,0.7,Positive,1
Won't go back,0.0,0.0,Positive,1
Extremely Tasty!,1.0,-0.15625,Negative,0
Waitress was good though!,0.6000000000000001,0.875,Positive,1
Soggy and not good,0.6000000000000001,-0.35,Negative,0
Which are small and not worth the price,0.25,-0.2,Negative,0
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0.5333333333333333,0.14583333333333334,Positive,1
The service was a bit lacking,0.0,0.0,Positive,1
Hopefully this bodes for them going out of business and someone who can cook can come in,0.0,0.0,Positive,1
"It was either too cold, not enough flavor or just bad",0.7222222222222222,-0.4333333333333333,Negative,0
I loved the bacon wrapped dates,0.8,0.7,Positive,1
This is an unbelievable BARGAIN!,1.0,-0.3125,Negative,0
"As for the ""mains,"" also uninspired",1.0,-0.5,Negative,0
This is the place where I first had pho and it was amazing!!,0.6166666666666667,0.59375,Positive,1
This wonderful experience made this place a must-stop whenever we are in town again,1.0,1.0,Positive,1
"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people",0.6666666666666666,-0.19999999999999996,Negative,0
Very very fun chef,0.26,0.39,Positive,1
"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks",0.1714285714285714,-0.12380952380952381,Negative,0
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's,0.75,0.8,Positive,1
"If it were possible to give them zero stars, they'd have it",1.0,0.0,Positive,1
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo"" well NONE of the rolls had sauces on them",0.0,0.0,Positive,1
"I'd say that would be the hardest decision  Honestly, all of M's dishes taste how they are supposed to taste (amazing)",0.9,0.6000000000000001,Positive,1
If she had not rolled the eyes we may have stayed  Not sure if we will go back and try it again,0.4444444444444444,-0.125,Negative,0
"Everyone is very attentive, providing excellent customer service",1.0,0.76,Positive,1
Horrible - don't waste your time and money,0.5,-0.6,Negative,0
Now this dish was quite flavourful,0.0,0.0,Positive,1
By this time our side of the restaurant was almost empty so there was no excuse,0.275,-0.037500000000000006,Negative,0
"(It wasn't busy either) Also, the building was FREEZING cold",0.65,-0.25,Negative,0
"like the other reviewer said ""you couldn't pay me to eat at this place again",0.375,-0.125,Negative,0
-Drinks took close to 30 minutes to come out at one point,0.0,0.0,Positive,1
"Seriously flavorful delights, folks",0.6666666666666666,-0.3333333333333333,Negative,0
Much better than the other AYCE sushi place I went to in Vegas,0.4375,0.1875,Positive,1
The lighting is just dark enough to set the mood,0.45,-0.075,Negative,0
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back,0.0,0.0,Positive,1
Owner's are really great people,0.75,0.8,Positive,1
There is nothing privileged about working/eating there,0.0,0.0,Positive,1
"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too",0.25,0.125,Positive,1
Now the pizza itself was good the peanut sauce was very tasty,0.45000000000000007,0.44999999999999996,Positive,1
We had 7 at our table and the service was pretty fast,0.8,0.225,Positive,1
Fantastic service here,0.9,0.4,Positive,1
I as well would've given godfathers zero stars if possible,1.0,0.0,Positive,1
They know how to make them here,0.0,0.0,Positive,1
very tough and very short on flavor!,0.6950000000000001,-0.25277777777777777,Negative,0
I hope this place sticks around,0.0,0.0,Positive,1
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water",0.3,0.15,Positive,1
The restaurant atmosphere was exquisite,1.0,1.0,Positive,1
"Good service, very clean, and inexpensive, to boot!",0.7550000000000001,0.6479166666666667,Positive,1
The seafood was fresh and generous in portion,0.5,0.3,Positive,1
"The service was not up to par, either",0.0,0.0,Positive,1
"Thus far, have only visited twice and the food was absolutely delicious each time",1.0,0.3666666666666667,Positive,1
Just as good as when I had it more than a year ago!,0.55,0.6625,Positive,1
"For a self proclaimed coffee cafe, I was wildly disappointed",0.75,-0.75,Negative,0
The Veggitarian platter is out of this world!,0.0,0.0,Positive,1
You cant go wrong with any of the food here,0.9,-0.5,Negative,0
You can't beat that,0.0,0.0,Positive,1
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff",0.775,0.54375,Positive,1
The chefs were friendly and did a good job,0.55,0.5375,Positive,1
I liked the patio and the service was outstanding,0.8375,0.55,Positive,1
The goat taco didn't skimp on the meat and wow what FLAVOR!,1.0,0.125,Positive,1
I think not again,0.0,0.0,Positive,1
I had the mac salad and it was pretty bland so I will not be getting that again,0.9166666666666667,0.04166666666666667,Positive,1
Service stinks here!,0.5,-0.75,Negative,0
I waited and waited,0.0,0.0,Positive,1
"This place is not quality sushi, it is not a quality restaurant",0.0,0.0,Positive,1
I would definitely recommend the wings as well as the pizza,0.5,0.0,Positive,1
Great Pizza and Salads!,0.75,1.0,Positive,1
Things that went wrong: - They burned the saganaki,0.9,-0.5,Negative,0
We waited an hour for what was a breakfast I could have done 100 times better at home,0.5,0.5,Positive,1
This place is amazing!,0.9,0.7500000000000001,Positive,1
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place",0.825,-0.775,Negative,0
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0.2916666666666667,0.125,Positive,1
Just don't know why they were so slow,0.39999999999999997,-0.30000000000000004,Negative,0
"The staff is great, the food is delish, and they have an incredible beer selection",0.825,0.8500000000000001,Positive,1
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location",0.4166666666666667,-0.20454545454545456,Negative,0
I didn't know pulled pork could be soooo delicious,1.0,1.0,Positive,1
"You get incredibly fresh fish, prepared with care",0.5,0.3,Positive,1
I love the fact that everything on their menu is worth it,0.35,0.4,Positive,1
Never again will I be dining at this place!,0.0,0.0,Positive,1
The food was excellent and service was very good,0.8900000000000001,0.955,Positive,1
Good beer & drink selection and good food selection,0.6000000000000001,0.7,Positive,1
Please stay away from the shrimp stir fried noodles,0.0,0.0,Positive,1
The potato chip order was sad  I could probably count how many chips were in that box and it was probably around 12,0.75,0.0,Positive,1
Food was really boring,1.0,-1.0,Negative,0
Good Service-check!,0.6000000000000001,0.875,Positive,1
This greedy corporation will NEVER see another dime from me!,0.0,0.0,Positive,1
"Will never, ever go back",0.0,0.0,Positive,1
"As much as I'd like to go back, I can't get passed the atrocious service and will never return",0.39999999999999997,-0.16666666666666666,Negative,0
"In the summer, you can dine in a charming outdoor patio - so very delightful",1.0,0.85,Positive,1
I did not expect this to be so good!,0.6000000000000001,0.875,Positive,1
Fantastic food!,0.9,0.5,Positive,1
She ordered a toasted English muffin that came out untoasted,0.0,0.0,Positive,1
The food was very good,0.7800000000000001,0.9099999999999999,Positive,1
Never going back,0.0,0.0,Positive,1
"Great food for the price, which is very high quality and house made",0.726,0.504,Positive,1
The bus boy on the other hand was so rude,0.4875,-0.2125,Negative,0
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known",0.43333333333333335,0.05,Positive,1
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways",0.24444444444444446,0.16666666666666666,Positive,1
"And considering the two of us left there very full and happy for about $20, you just can't go wrong",0.65375,0.18874999999999997,Positive,1
All the bread is made in-house!,0.0,0.0,Positive,1
The only downside is the service,1.0,0.0,Positive,1
"Also, the fries are without a doubt the worst fries I've ever had",1.0,-1.0,Negative,0
Service was exceptional and food was a good as all the reviews,0.8,0.6833333333333333,Positive,1
"A couple of months later, I returned and had an amazing meal",0.45,0.30000000000000004,Positive,1
Favorite place in town for shawarrrrrrma!!!!!!,1.0,1.0,Positive,1
You won't be disappointed,0.75,-0.75,Negative,0
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good",0.42666666666666675,0.47,Positive,1
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for rm4",0.8333333333333334,0.19999999999999998,Positive,1
When my mom and I got home she immediately got sick and she only had a few bites of salad,0.6523809523809524,-0.3047619047619048,Negative,0
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons,0.9666666666666667,-0.36666666666666664,Negative,0
"Both of them were truly unbelievably good, and I am so glad we went back",0.5333333333333333,0.39999999999999997,Positive,1
"We had fantastic service, and were pleased by the atmosphere",0.95,0.45,Positive,1
Everything was gross,0.0,0.0,Positive,1
I love this place,0.6,0.5,Positive,1
Great service and food,0.75,0.8,Positive,1
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0.49682539682539684,-0.25617559523809524,Negative,0
"OMG, the food was delicioso!",0.0,0.0,Positive,1
There is nothing authentic about this place,0.75,0.5,Positive,1
the spaghetti is nothing special whatsoever,0.5714285714285714,0.35714285714285715,Positive,1
"Of all the dishes, the salmon was the best, but all were great",0.525,0.9,Positive,1
The vegetables are so fresh and the sauce feels like authentic Thai,0.625,0.4,Positive,1
It's worth driving up from Tucson!,0.1,0.375,Positive,1
The selection was probably the worst I've seen in Vegas there was none,1.0,-1.0,Negative,0
Pretty good beer selection too,0.8,0.475,Positive,1
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",0.35,0.607763671875,Positive,1
5 stars for the brick oven bread app!,0.0,0.0,Positive,1
"I have eaten here multiple times, and each time the food was delicious",0.5,0.5,Positive,1
We sat another ten minutes and finally gave up and left,0.3333333333333333,0.0,Positive,1
He was terrible!,1.0,-1.0,Negative,0
Everyone is treated equally special,0.5714285714285714,0.35714285714285715,Positive,1
It shouldn't take 30 min for pancakes and eggs,0.0,0.0,Positive,1
It was delicious!!!,1.0,1.0,Positive,1
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat",0.6916666666666667,0.5583333333333333,Positive,1
As always the evening was wonderful and the food delicious!,1.0,1.0,Positive,1
Best fish I've ever had in my life!,0.3,1.0,Positive,1
The bathroom is just next door and very nice,0.5,0.39,Positive,1
The buffet is small and all the food they offered was BLAND,0.6166666666666667,-0.20833333333333331,Negative,0
This is an Outstanding little restaurant with some of the Best Food I have ever tasted,0.5583333333333333,0.4375,Positive,1
Pretty cool I would say,0.825,0.3,Positive,1
Definitely a turn off for me & i doubt I'll be back unless someone else is buying,0.25,0.0,Positive,1
Server did a great job handling our large rowdy table,0.5892857142857143,0.5071428571428571,Positive,1
"I find wasting food to be despicable, but this just wasn't food",0.0,0.0,Positive,1
My wife had the Lobster Bisque soup which was lukewarm,0.0,0.0,Positive,1
Would come back again if I had a sushi craving while in Vegas,0.0,0.0,Positive,1
"The staff are great, the ambiance is great",0.75,0.8,Positive,1
He deserves 5 stars,0.0,0.0,Positive,1
I left with a stomach ache and felt sick the rest of the day,0.42857142857142855,-0.35714285714285715,Negative,0
They dropped more than the ball,0.5,0.5,Positive,1
"The dining space is tiny, but elegantly decorated and comfortable",0.7666666666666666,0.3,Positive,1
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",0.3833333333333333,0.05833333333333333,Positive,1
And the beans and rice were mediocre at best,0.65,0.25,Positive,1
Best tacos in town by far!!,0.65,0.578125,Positive,1
I took back my money and got outta there,0.0,0.0,Positive,1
"In an interesting part of town, this place is amazing",0.7,0.55,Positive,1
RUDE & INCONSIDERATE MANAGEMENT,0.6,-0.3,Negative,0
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes",0.611111111111111,-0.125,Negative,0
I won't be back,0.0,0.0,Positive,1
They have great dinners,0.75,0.8,Positive,1
The service was outshining & I definitely recommend the Halibut,0.5,0.0,Positive,1
The food was terrible,1.0,-1.0,Negative,0
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED,0.25,0.25,Positive,1
I don't recommend unless your car breaks down in front of it and you are starving,0.2888888888888889,-0.15555555555555559,Negative,0
I will come back here every time I'm in Vegas,0.0,0.0,Positive,1
This place deserves one star and 90% has to do with the food,0.0,0.0,Positive,1
This is a disgrace,0.0,0.0,Positive,1
coming back to bowl next time,0.0,0.0,Positive,1
"If you want healthy authentic or ethic food, try this place",0.625,0.5,Positive,1
I will continue to come here on ladies night andddd date night   highly recommend this place to anyone who is in the area,0.5399999999999999,0.16,Positive,1
"I have been here several times in the past, and the experience has always been great",0.3333333333333333,0.18333333333333335,Positive,1
We walked away stuffed and happy about our first Vegas buffet experience,0.6666666666666666,0.525,Positive,1
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria,0.8666666666666667,0.48333333333333334,Positive,1
"To summarize  the food was incredible, nay, transcendant  but nothing brings me joy quite like the memory of the pneumatic condiment dispenser",0.55,0.8500000000000001,Positive,1
I'm probably one of the few people to ever go to Ians and not like it,0.1,-0.2,Negative,0
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,0.75,1.0,Positive,1
Service is perfect and the family atmosphere is nice to see,1.0,0.8,Positive,1
Cooked to perfection and the service was impeccable,0.75,0.75,Positive,1
This one is simply a disappointment,0.4,-0.6,Negative,0
"Overall, I was very disappointed with the quality of food at Bouchon",0.48750000000000004,-0.48750000000000004,Negative,0
I don't have to be an accountant to know I'm getting screwed!,0.0,0.0,Positive,1
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area",0.625,0.30625,Positive,1
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible,0.6708333333333334,0.25,Positive,1
Left very frustrated,0.13,-0.45499999999999996,Negative,0
I'll definitely be in soon again,0.5,0.0,Positive,1
Food was really good and I got full petty fast,0.5833333333333334,0.4166666666666666,Positive,1
Service was fantastic,0.9,0.4,Positive,1
TOTAL WASTE OF TIME,0.375,-0.1,Negative,0
I don't know what kind it is but they have the best iced tea,0.6,0.8,Positive,1
"Come hungry, leave happy and stuffed!",1.0,1.0,Positive,1
"For service, I give them no stars",0.0,0.0,Positive,1
I can assure you that you won't be disappointed,0.75,-0.75,Negative,0
I can take a little bad service but the food sucks,0.4888888888888889,-0.39583333333333326,Negative,0
Gave up trying to eat any of the crust (teeth still sore),0.0,0.0,Positive,1
But now I was completely grossed out,0.4,0.1,Positive,1
I really enjoyed eating here,0.7,0.5,Positive,1
First time going but I think I will quickly become a regular,0.3034188034188034,0.19444444444444442,Positive,1
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end",0.525,0.266875,Positive,1
From what my dinner companions told me everything was very fresh with nice texture and taste,0.825,0.495,Positive,1
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop",0.31607142857142856,0.075,Positive,1
"Furthermore, you can't even find hours of operation on the website!",0.0,0.0,Positive,1
We've tried to like this place but after 10+ times I think we're done with them,0.0,0.0,Positive,1
What a mistake that was!,0.0,0.0,Positive,1
No complaints!,0.0,0.0,Positive,1
This is some seriously good pizza and I'm an expert/connisseur on the topic,0.6000000000000001,0.7,Positive,1
Waiter was a jerk,0.0,0.0,Positive,1
"Strike 2, who wants to be rushed",0.1,0.2,Positive,1
These are the nicest restaurant owners I've ever come across,0.0,0.0,Positive,1
I never come again,0.0,0.0,Positive,1
We loved the biscuits!!!,0.8,1.0,Positive,1
Service is quick and friendly,0.5,0.35416666666666663,Positive,1
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes,0.0,0.0,Positive,1
So absolutley fantastic,0.9,0.4,Positive,1
It was a huge awkward 5lb piece of cow that was 3/4ths gristle and fat1,0.6888888888888888,-0.11111111111111109,Negative,0
definitely will come back here again,0.25,0.0,Positive,1
I like Steiners because it's dark and it feels like a bar,0.4,-0.15,Negative,0
Wow very spicy but delicious,0.7666666666666666,0.43333333333333335,Positive,1
"If you're not familiar, check it out",0.5,-0.1875,Negative,0
I'll take my business dinner dollars elsewhere,0.0,0.0,Positive,1
I'd love to go back,0.3,0.25,Positive,1
"Anyway, this FS restaurant has a wonderful breakfast/lunch",1.0,1.0,Positive,1
Nothing special,0.5714285714285714,0.35714285714285715,Positive,1
Each day of the week they have a different deal and it's all so delicious!,0.8,0.5,Positive,1
"Not to mention the combination of pears, almonds and bacon is a big winner!",0.1,0.0,Positive,1
Will not be back,0.0,0.0,Positive,1
Sauce was tasteless,0.9,-0.6,Negative,0
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way",0.7962962962962963,0.5,Positive,1
My ribeye steak was cooked perfectly and had great mesquite flavor,0.875,0.9,Positive,1
I don't think we'll be going back anytime soon,0.0,0.0,Positive,1
Food was so gooodd,0.0,0.0,Positive,1
I was so insulted,0.0,0.0,Positive,1
The last 3 times I had lunch here has been bad,0.36666666666666664,-0.3499999999999999,Negative,0
The chicken wings contained the driest chicken meat I have ever eaten,0.95,-0.6,Negative,0
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc",0.62,0.415,Positive,1
 I think you are great,0.75,0.8,Positive,1
Best tater tots in the southwest,0.3,1.0,Positive,1
We loved the place,0.8,0.7,Positive,1
Definitely not worth the RM13 I paid,0.1,-0.15,Negative,0
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough,0.5,0.2333333333333333,Positive,1
The manager was the worst,1.0,-1.0,Negative,0
The inside is really quite nice and very clean,0.7033333333333335,0.42555555555555563,Positive,1
The food was outstanding and the prices were very reasonable,0.8275,0.38,Positive,1
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food and they kept forgetting things",0.375,-0.125,Negative,0
"Love the margaritas, too!",0.6,0.625,Positive,1
